,ene-05,feb-05,mar-05,abr-05,may-05,jun-05,jul-05,ago-05,sep-05,oct-05,nov-05,dic-05,ene-06,feb-06,mar-06,abr-06,may-06,jun-06,jul-06,ago-06,sep-06,oct-06,nov-06,dic-06,ene-07,feb-07,mar-07,abr-07,may-07,jun-07,jul-07,ago-07,sep-07,oct-07,nov-07,dic-07,ene-08,feb-08,mar-08,abr-08,may-08,jun-08,jul-08,ago-08,sep-08,oct-08,nov-08,dic-08,ene-09,feb-09,mar-09,abr-09,may-09,jun-09,jul-09,ago-09,sep-09,oct-09,nov-09,dic-09,ene-10,feb-10,mar-10,abr-10,may-10,jun-10,jul-10,ago-10,sep-10,oct-10,nov-10,dic-10,ene-11,feb-11,mar-11,abr-11,may-11,jun-11,jul-11,ago-11,sep-11,oct-11,nov-11,dic-11,ene-12,feb-12,mar-12,abr-12,may-12,jun-12,jul-12,ago-12,sep-12,oct-12,nov-12,dic-12,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    2 General hasta 25 kW de demanda,2938066,2944657,2953405,2962131,2971203,2980383,2984226,2990981,2997914,3005461,3016775,3022123,3017553,3022237,3031255,3035831,3041570,3053938,3059747,3066808,3074365,3081862,3085742,3088536,3101164,3117301,3122462,3133283,3142471,3152573,3165011,3177860,3184025,3196537,3208318,3216823,3227158,3239524,3250078,3263700,3270152,3282976,3284190,3291729,3298706,3306677,3313152,3318136,3323145,3328973,3338599,3342659,3347664,3355076,3358432,3364641,3360794,3366869,3378574,3384339,3387183,3388911,3399360,3403152,3406460,3412078,3416534,3417372,3429725,3435899,3438977,3442014,3446661,3451892,3463422,3468245,3472745,3475652,3481155,3486183,3491375,3500632,3508489,3510985,3516940,3524908,3536179,3542046,3551539,3557816,3563202,3568823,3574656,3582371,3590454,3595335,3602373,3610531,3618471,3627785,3633758,3637998,3640020,3644053,3649300,3655872,3662223,3665881,3670137,3676784,3684607,3689755,3694229,3699365,3703502,3707047,3712918,3723315,3729800,3739409,3742996,3752414,3764860,3774235,3783755,3792427,3801729,3812150,3822759,3836214,3846430,3853373,3862757,3875348,3885228,3897831,3908024,3915978,3926845,3938352,3945555,3954399,3963779,3964914,3975854,3987801,4007337,4021603,4032541,4038788,4055491,4066945,4075663,4085800,4098733,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    3 General para más de 25 kW de demanda,23058,23083,23110,23131,23134,23203,23239,23254,23305,23303,23310,23309,23313,23274,23323,23349,23350,23385,23415,23426,23438,23436,23434,23424,23438,23461,23481,23470,23423,23458,23475,23478,23485,23535,23532,23554,23586,23613,23670,23662,23730,23773,23787,23800,23825,23842,23850,23845,23847,23830,23860,23874,23877,23900,23896,23933,22157,22166,24037,24022,23902,23861,23864,22069,22076,22072,22098,21855,22236,21534,22062,22146,22188,22291,22265,22335,22295,22080,22060,21970,22003,21988,21974,21916,21951,21919,21908,21898,21870,21837,21814,21785,21721,21684,21641,21597,21569,21500,21459,21405,21337,21287,21211,21166,21133,21114,21072,21036,20951,20899,20876,20847,20801,20772,20751,20713,20703,20653,20630,20605,20582,20553,20518,20488,20477,20453,20457,20450,20453,20430,20435,20427,20392,20379,20375,20345,20302,20290,20300,20302,20285,20293,20272,20224,20201,20180,20196,20157,20148,20132,20093,20088,20062,20038,20017,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    7 Temporal,6834,6099,7679,6194,8056,6437,6797,6679,6957,6676,7345,10843,7231,6907,7267,6851,7282,6574,6172,5926,6112,7354,6737,9008,7144,7371,6992,6752,7727,6335,6730,6115,5748,7126,7115,9580,7207,7421,7663,5871,8081,5550,7202,6518,6207,7301,6405,10644,7404,6478,6357,7229,5717,6362,7299,6169,7152,7717,7132,11143,8017,7428,8624,8085,8911,8129,7726,6593,7322,7783,7934,12069,7480,6513,7446,7343,7862,6376,6476,6096,6531,6844,6200,10607,8008,6982,6548,6309,6596,5353,5726,4952,5140,5555,5864,8146,6320,5366,5305,4558,5906,4308,5175,4461,4258,5177,5712,8627,5519,4139,4880,5645,5545,4215,5578,4562,4286,4916,4427,7724,4905,5650,5904,6039,6790,5403,6112,5217,5029,4750,4414,7413,4728,4844,4974,4013,5446,3832,4897,4072,4675,4136,4053,3182,3385,3761,3507,4007,4183,3226,3774,3493,3199,3473,3609,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarifa agrícola,104839,105087,105540,105952,106255,106470,106515,106115,106148,106521,106746,107024,107301,107600,108217,108564,108938,109194,109338,109423,109529,109718,109919,110235,110667,111052,111260,111568,111871,111949,112056,112113,112026,112308,112381,112524,112838,113154,113551,114029,114172,114467,114351,114431,114374,114485,114708,114887,115160,115424,115843,116191,116358,116415,116426,116652,116523,116614,116795,117084,117248,117488,117847,118045,118319,118535,118445,118470,118558,118782,119016,119214,119500,119836,120182,120579,120778,120975,120738,120814,120923,121110,121295,121377,121837,122250,122573,122996,123325,123441,123389,123467,123564,123719,123890,124162,124417,124785,125149,125591,125841,125999,126010,126232,126243,126269,126304,126515,126698,126990,127144,127435,127520,127497,127448,127515,127435,127562,127497,127657,127724,127805,128109,128249,128210,128221,128033,128030,128143,127732,127533,127603,127675,128000,128370,128673,128990,129022,128906,128768,128417,128524,128709,128565,128932,129199,129649,130065,130478,130553,130744,130797,130886,130992,130043,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    9 Bombeo de agua para riego agrícola (baja tensión),10261,10253,10273,10207,10160,10118,10020,10125,10148,10214,10425,10516,10516,10635,10796,10874,10868,10718,10719,10709,10739,10763,10868,10950,11143,11352,11216,11288,11353,11363,11485,11513,11403,11400,11364,11373,11497,11562,11722,11839,11621,11681,11526,11547,11488,11543,11596,11613,11712,11787,11891,11912,11947,12043,11973,12014,12035,12025,12143,12204,12228,12260,12310,12217,12203,12236,12172,12140,12119,12117,12131,12191,12264,12359,12366,12346,12301,12174,12034,11983,11915,11954,11902,11912,11974,12046,12015,11983,11795,11694,11495,11416,11344,11314,11253,11359,11321,11205,11147,11094,10962,10823,10711,10687,10612,10539,10507,10513,10490,10346,10244,10184,9966,9875,9774,9696,9610,9510,9445,9401,9327,9280,9234,9158,9029,8974,8879,8793,8759,8733,8649,8605,8521,8503,8463,8437,8337,8240,8132,8061,7985,7882,7809,7757,7730,7676,7618,7600,7598,7515,7434,7374,7331,7341,7305,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    9M Bombeo de agua para riego agrícola (media tensión),17111,16964,16965,17429,17352,17519,17131,17498,17959,17980,18245,18470,18552,18644,18787,18850,18852,18592,18471,18229,18105,18564,18231,18338,18414,18499,18539,18593,18474,18306,18014,17909,17746,17499,17380,16771,17026,17080,17093,17142,16865,16790,16579,16518,16466,16467,16447,16494,16574,16631,16703,16644,16584,16855,16623,16577,16307,16214,16216,16243,16245,16225,16199,16227,16201,16100,15975,15849,15872,15871,15909,15793,15844,15754,15709,15700,15603,15460,15226,15080,14985,14927,14878,14855,14882,14881,14863,14757,14689,14604,14563,14450,14371,14129,14056,14184,14056,13970,13736,13651,13402,13280,13128,12949,12823,12729,12634,12508,12510,12596,12491,12287,12036,11700,11520,11286,11137,10910,10777,10525,10489,10425,10360,10297,10142,10033,9927,9848,9745,9503,9427,9392,9389,9423,9365,9229,9138,8979,8919,8783,8690,8654,8571,8499,8605,8662,8704,8712,8637,8440,8391,8286,8189,8175,8108,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    9CU Tarifa de estímulo para bombeo de agua para riego agrícola con cargo único,54003,53876,53841,53453,53104,52782,53057,52068,51639,50669,51290,51177,51145,50944,50767,50573,50443,50418,50297,50367,50395,50307,50218,50160,50143,50064,50080,50003,49615,48947,47503,46964,46529,46474,46138,46365,45903,45783,45561,45490,45247,45082,45032,44710,44506,44220,44147,44053,43988,43920,43941,44075,44031,43664,43654,43708,43655,43767,43731,43801,43810,43964,44181,44281,44341,44453,44417,44372,44222,44300,44314,44363,44391,44474,44643,44784,44797,44968,44948,44979,45002,44978,45132,45085,45099,45235,45325,45638,45935,46004,46011,46113,46191,46163,46284,46153,46285,46611,46930,47210,47516,47663,47693,47890,47918,48057,47964,48174,48216,48404,48500,48750,49000,49143,49036,49258,49048,49078,49040,49293,49202,49143,49208,48943,48706,48752,48760,48843,48854,48514,48487,48178,47924,47831,47882,48012,48158,48191,48229,48294,48348,48479,48644,48059,48214,48361,48619,48840,48997,49179,49324,49385,49499,49541,49594,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    9N Tarifa de estímulo nocturna para bombeo de agua para riego agrícola,23464,23994,24461,24863,25639,26051,26307,26424,26402,27658,26786,26861,27088,27377,27867,28267,28775,29466,29851,30118,30290,30084,30602,30787,30967,31137,31425,31684,32429,33333,35054,35727,36348,36935,37499,38015,38412,38729,39175,39558,40439,40914,41214,41656,41914,42255,42518,42727,42886,43086,43308,43560,43796,43853,44176,44353,44526,44608,44705,44836,44965,45039,45157,45320,45574,45746,45881,46109,46345,46494,46662,46867,47001,47249,47464,47749,48077,48373,48530,48772,49021,49251,49383,49525,49882,50088,50370,50618,50906,51139,51320,51488,51658,52113,52297,52466,52755,52999,53336,53636,53961,54233,54478,54706,54890,54944,55199,55320,55482,55644,55909,56214,56518,56779,57118,57275,57640,58064,58235,58438,58706,58957,59307,59851,60333,60462,60467,60546,60785,60982,60970,61428,61841,62243,62660,62995,63357,63612,63626,63630,63394,63509,63685,64250,64383,64500,64708,64913,65246,65419,65595,65752,65867,65935,65036,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarifa industrial,166457,167724,168770,169966,171315,172866,174113,175539,176870,178180,179629,181141,182268,183428,184778,185912,187432,189011,190104,191490,192764,194112,195383,196818,198276,199502,200918,202269,203713,205132,206408,207598,208807,210446,211264,212736,214240,215430,216451,217721,218632,219929,220870,222056,223083,223885,224573,225431,226237,226879,227895,228817,229705,230742,231744,232844,233070,234150,235746,236870,235568,236300,237521,237358,236890,238993,239655,240909,241907,242731,243847,245243,245935,246868,247834,248822,249803,250985,251886,253420,254368,255445,256688,257620,258760,259900,260933,261947,263099,264228,265316,266657,267635,268847,270095,271255,272084,272828,273795,275152,276162,277153,278114,279252,280191,281449,282693,283832,284831,285840,286794,287904,288867,290015,291084,292106,292998,294345,295411,296814,297648,298664,299627,300645,301795,303012,304316,305593,307065,308621,310022,311404,312398,313525,314896,316378,317730,319298,320559,322052,323192,324398,325254,325958,327903,329090,330981,332250,333728,335162,336664,338021,339293,340312,341444,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    Empresa mediana,165821,167085,168130,169322,170670,172220,173463,174885,176212,177523,178967,180480,181608,182763,184110,185242,186755,188329,189417,190800,192073,193419,194688,196119,197573,198797,200212,201563,203005,204418,205691,206880,208090,209725,210540,212007,213511,214701,215716,216983,217887,219179,220123,221308,222333,223138,223828,224682,225488,226124,227120,228043,228929,229964,230962,232058,232277,233349,234944,236065,234770,235499,236721,236557,236091,238187,238848,240099,241092,241915,243036,244425,245114,246042,247007,247994,248967,250145,251041,252575,253520,254593,255832,256762,257899,259032,260062,261071,262218,263347,264432,265775,266752,267964,269212,270366,271188,271936,272899,274249,275254,276240,277198,278334,279269,280525,281766,282898,283894,284900,285848,286949,287909,289058,290126,291147,292034,293376,294441,295843,296676,297688,298646,299661,300814,302029,303329,304602,306073,307626,309025,310404,311392,312515,313885,315368,316719,318281,319538,321029,322165,323367,324225,324921,326866,328052,329940,331210,332686,334121,335620,336979,338250,339264,340411,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        OM Total Ordinaria para servicio general en media tensión, con demanda menor a 100 kW",127004,127914,128703,129644,130695,131916,132846,133961,134982,136072,137168,138348,139200,140174,141147,142055,143174,144274,145068,146149,147042,148081,149028,150126,151257,152126,153229,154301,155438,156446,157400,158363,159118,160287,160826,161884,163083,163956,164633,165599,166124,167162,167693,168493,169164,169765,170218,170924,171402,171899,172485,173138,173746,174489,175229,175885,175847,176618,177798,178505,177209,177596,178380,178189,178756,179457,179993,180720,181401,181899,182611,183608,184046,184703,185332,185984,186510,187387,187925,188790,189359,190105,190968,191391,192253,192835,193467,194164,194850,195517,196176,196977,197585,198243,199133,199838,200373,200875,201532,202539,203232,203941,204550,205367,206080,206898,207820,208711,209283,209970,210602,211398,212002,212758,213398,214034,214548,215431,216061,216933,217526,218271,218934,219629,220374,221208,222090,222825,223833,224842,225817,226732,227423,228060,229003,230017,230960,232008,232763,233815,234653,235612,236126,236410,237957,238805,240228,241164,242320,243347,244459,245495,246366,247122,247931,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            OM Ordinaria para servicio general en media tensión, con demanda menor a 100 kW",127004,127914,128703,129644,130695,131916,132846,133961,134982,136072,137168,138348,139200,140174,141147,142055,143174,144274,145068,146149,147042,148081,149028,150126,151257,152126,153229,154301,155438,156446,157400,158363,159118,160287,160826,161884,163083,163956,164633,165599,166124,167162,167693,168493,169164,169765,170218,170924,171402,171899,172484,172984,173568,174304,175044,175700,175662,176433,177613,178320,177024,177411,178198,178032,178624,179332,179868,180596,181277,181775,182487,183484,183922,184579,185208,185860,186510,187387,187925,188790,189359,190105,190968,191391,192253,192835,193467,194164,194850,195517,196176,196977,197585,198243,199133,199838,200373,200875,201532,202539,203232,203941,204550,205367,206080,206898,207820,208711,209283,209970,210602,211398,212002,212758,213398,214034,214548,215431,216061,216933,217526,218271,218934,219629,220374,221208,222090,222825,223833,224842,225817,226732,227423,228060,229003,230017,230960,232008,232763,233815,234653,235612,236126,236410,237957,238805,240228,241164,242319,243346,244452,245488,246359,247114,247921,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            OMF Ordinaria para servicio general en media tensión, con demanda menor de 100 kW con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,178,185,185,185,185,185,185,185,185,185,182,157,132,125,125,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,7,8,10,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        HM Total Horaria para servicio general en media tensión, con demanda de 100 kW o mas",38675,39029,39285,39532,39816,40117,40418,40719,41027,41242,41599,41938,42215,42395,42780,43007,43403,43886,44188,44492,44875,45183,45505,45838,46193,46516,46827,47108,47414,47819,48139,48366,48821,49287,49563,49973,50278,50596,50937,51241,51625,51884,52298,52684,53041,53248,53485,53636,53964,54105,54515,54787,55068,55367,55632,56071,56328,56632,57046,57459,57459,57801,58240,58267,57235,58630,58755,59278,59591,59916,60325,60717,60968,61239,61575,61911,62358,62659,63017,63687,64063,64388,64764,65271,65546,66097,66496,66808,67269,67732,68158,68700,69069,69625,69988,70437,70724,70970,71277,71619,71931,72208,72557,72876,73098,73538,73857,74098,74522,74841,75158,75463,75818,76211,76639,77024,77397,77856,78291,78821,79061,79329,79627,79947,80355,80736,81154,81692,82156,82700,83124,83588,83885,84371,84798,85267,85676,86190,86692,87131,87429,87673,88017,88429,88827,89165,89630,89964,90285,90693,91080,91403,91804,92061,92399,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HM Horaria para servicio general en media tensión, con demanda de 100 kW o mas",38675,39029,39285,39532,39816,40117,40418,40719,41027,41242,41599,41938,42215,42395,42780,43007,43403,43886,44188,44492,44875,45183,45505,45838,46193,46516,46827,47108,47414,47819,48139,48366,48821,49287,49563,49973,50278,50596,50937,51241,51625,51884,52298,52684,53041,53248,53485,53636,53964,54105,54450,54569,54749,54971,55219,55651,55888,56191,56604,57019,57019,57369,57868,57981,57040,58510,58638,59162,59496,59819,60229,60621,60871,61144,61482,61885,62335,62641,63010,63679,64054,64381,64757,65265,65540,66091,66489,66802,67221,67671,68096,68641,69008,69564,69926,70375,70662,70911,71218,71560,71921,72205,72554,72873,73093,73532,73851,74092,74516,74835,75152,75457,75783,76176,76574,76962,77337,77793,78228,78758,78995,79262,79560,79880,80288,80669,81087,81625,82091,82622,83042,83506,83805,84290,84711,85181,85588,86102,86604,87043,87341,87585,87943,88355,88757,89154,89627,89881,90188,90585,90941,91242,91605,91824,92002,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HMF Horaria para servicio general en media tensión, con demanda de 100 kW o mas con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,218,319,396,413,420,440,441,442,440,440,432,372,286,195,120,117,116,95,97,96,96,97,95,93,26,23,18,7,8,9,7,7,6,6,6,7,6,48,61,62,59,61,61,62,62,62,59,59,59,10,3,3,3,5,6,6,6,6,6,6,6,35,35,65,62,60,63,63,63,66,67,67,67,67,67,67,67,65,78,82,82,80,81,87,86,88,88,88,88,88,88,74,74,70,11,3,83,97,108,139,161,199,237,397,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        H-MC Total Horaria para servicio general en media tensión, con demanda de 100 kW o más para corta utilización",142,142,142,146,159,187,199,205,203,209,200,194,193,194,183,180,178,169,161,159,156,155,155,155,123,155,156,154,153,153,152,151,151,151,151,150,150,149,146,143,138,133,132,131,128,125,125,122,122,120,120,118,115,108,101,102,102,99,100,101,102,102,101,101,100,100,100,101,100,100,100,100,100,100,100,99,99,99,99,98,98,100,100,100,100,100,99,99,99,98,98,98,98,96,91,91,91,91,90,91,91,91,91,91,91,89,89,89,89,89,88,88,89,89,89,89,89,89,89,89,89,88,85,85,85,85,85,85,84,84,84,84,84,84,84,84,83,83,83,83,83,82,82,82,82,82,82,82,81,81,81,81,80,81,81,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-MC Horaria para servicio general en media tensión, con demanda de 100 kW o más para corta utilización",142,142,142,146,159,187,199,205,203,209,200,194,193,194,183,180,178,169,161,159,156,155,155,155,123,155,156,154,153,153,152,151,151,151,151,150,150,149,146,143,138,133,132,131,128,125,125,122,122,120,120,118,115,108,101,102,102,99,100,101,102,102,101,101,100,100,100,101,100,100,100,100,100,100,100,99,99,99,99,98,98,100,100,100,100,100,99,99,99,98,98,98,98,96,91,91,91,91,90,91,91,91,91,91,91,89,89,89,89,89,88,88,89,89,89,89,89,89,89,89,89,88,85,85,85,85,85,85,84,84,84,84,84,84,84,84,83,83,83,83,83,82,82,82,82,82,82,82,81,81,81,81,80,81,81,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            H-MCF Horaria para servicio general en media tensión, con demanda de 100 kW o más para corta utilización con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
    Gran industria,636,639,640,644,645,646,650,654,658,657,662,661,660,665,668,670,677,682,687,690,691,693,695,699,703,705,706,706,708,714,717,718,717,721,724,729,729,729,735,738,745,750,747,748,750,747,745,749,749,755,775,774,776,778,782,786,793,801,802,805,798,801,800,801,799,806,807,810,815,816,811,818,821,826,827,828,836,840,845,845,848,852,856,858,861,868,871,876,881,881,884,882,883,883,883,889,896,892,896,903,908,913,916,918,922,924,927,934,937,940,946,955,958,957,958,959,964,969,970,971,972,976,981,984,981,983,987,991,992,995,997,1000,1006,1010,1011,1010,1011,1017,1021,1023,1027,1031,1029,1037,1037,1038,1041,1040,1042,1041,1044,1042,1043,1048,1033,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"        HS Total Horaria para servicio general en alta tensión, nivel subtransmisión",297,299,297,301,301,302,305,306,306,306,309,304,305,306,309,309,312,313,315,315,314,315,316,317,315,316,318,316,317,325,326,327,326,330,333,335,335,334,340,343,347,350,354,356,361,363,362,369,371,376,383,388,393,396,401,401,411,418,417,421,414,417,418,419,417,424,426,429,435,434,433,438,440,446,446,449,457,460,464,464,468,472,475,478,481,487,491,494,499,499,499,498,500,502,504,507,511,511,513,521,526,530,534,536,539,541,544,550,549,553,560,571,575,575,576,577,579,582,586,587,588,592,596,599,601,606,612,619,620,621,624,627,636,641,642,642,643,645,651,652,655,660,658,666,668,669,677,678,686,686,688,688,690,695,683,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HS Horaria para servicio general en alta tensión, nivel subtransmisión",297,299,297,301,301,302,305,306,306,306,309,304,305,306,309,309,312,313,315,315,314,315,316,317,315,316,318,316,317,325,326,327,326,330,333,335,335,334,340,343,347,350,354,356,361,363,362,369,371,376,372,377,381,383,387,387,395,402,401,406,405,410,413,414,413,420,421,426,432,430,429,433,435,441,441,444,453,457,461,461,465,470,473,477,479,485,489,492,496,496,496,494,496,498,500,503,506,506,508,517,522,526,530,532,535,537,540,547,546,550,557,568,572,572,575,576,578,581,585,586,586,590,594,596,598,603,609,616,616,617,620,624,634,639,640,641,642,644,650,652,655,660,658,666,668,669,677,677,685,685,687,687,689,692,678,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
"            HSF Horaria para servicio general en alta tensión, nivel subtransmisión con cargos fijos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,12,13,14,14,16,16,16,15,9,7,5,5,4,4,5,3,3,4,4,5,5,5,5,5,4,3,3,3,3,2,2,1,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
